activo,nombre,categoria,resumen,modalidad,duracion,precio,boton_texto,boton_url,orden
SI,Reiki,Terapias energéticas,"Armonización, descanso y reconexión con tu energía vital.",Presencial o virtual,1 h 30 min,,Consultar,contacto.html,1
